"question","support","race_white","age","high.income","trump_approve","party","treat","weight"
"Planned_Parenthood",0,1,63,1,3,"republican","control",0.936293514937568
"Climate_Change",1,1,39,0,3,"independent","control",1.06273692564191
"Planned_Parenthood",1,1,32,1,1,"democrat","control",0.979294445758945
"Climate_Change",1,0,22,1,1,"democrat","control",1.00177744731184
"Health_Care",1,1,64,1,1,"democrat","control",0.947123847660209
"Tax_Increase",NA,1,36,0,2,"independent","control",1.02002009491185
"Iran_Agreement",1,1,25,NA,4,"democrat","libtrump",0.983781593205858
"Guns_Background",0,0,22,0,1,"democrat","control",1.10323007378587
"Minimum_Wage",1,1,68,0,5,"democrat","control",1.1044462872769
"Tax_Increase",1,1,52,0,1,"democrat","control",0.974361740188804
"Health_Care",1,1,27,0,1,"independent","control",1.0611556104438
"Abortion",1,1,41,0,4,"republican","control",1.07991756437015
"Guns_Background",1,1,61,0,4,"republican","libtrump",1.08112346605348
"Minimum_Wage",1,1,42,0,4,"republican","control",0.999959328607622
"Immigration",0,1,57,1,5,"republican","control",1.00505559823598
"Immigration",1,1,71,0,1,"democrat","libtrump",0.981062132708049
"Climate_Change",0,0,19,0,1,"independent","libtrump",1.07810491159931
"Climate_Change",1,0,25,0,4,"republican","libtrump",0.974501833598531
"School_Guns",1,1,64,0,4,"democrat","libtrump",0.981982000625578
"Iran_Agreement",0,0,51,1,5,"independent","libtrump",1.05167359902258
"Tax_Increase",NA,1,56,1,5,"republican","libtrump",1.03797679576356
"Health_Care",0,1,58,0,5,"republican","libtrump",0.938717534894267
"Planned_Parenthood",1,0,34,1,NA,"republican","libtrump",0.933947084000891
"Planned_Parenthood",0,0,77,0,5,"republican","control",1.04328588996836
"Abortion",1,1,45,0,5,"republican","control",0.954958595134682
"Iran_Agreement",1,1,46,NA,1,"democrat","control",1.07452579675353
"Tax_Increase",1,1,34,0,4,"democrat","libtrump",0.963449567017063
"Minimum_Wage",1,1,64,1,4,"republican","libtrump",1.01254909853474
"Guns_Background",1,1,65,0,5,"republican","control",0.979070356557201
"School_Guns",NA,1,60,0,4,"republican","libtrump",0.959164986837815
"Minimum_Wage",1,1,36,0,1,"democrat","control",1.09539763984598
"Planned_Parenthood",1,0,39,0,5,"democrat","control",1.02614533326904
"Immigration",NA,1,24,0,NA,"independent","control",1.06559867265571
"Tax_Increase",1,0,39,NA,2,"democrat","control",0.983430192583507
"Climate_Change",1,1,35,0,4,"republican","libtrump",1.12592991941366
"Guns_Background",1,1,30,0,5,"republican","control",1.03114688231756
"Tax_Increase",0,1,58,1,4,"republican","libtrump",0.902153552621306
"Abortion",1,0,49,NA,1,"democrat","control",1.07747667494893
"Minimum_Wage",1,1,58,0,1,"democrat","control",0.968796467190585
"Climate_Change",NA,0,29,0,3,"democrat","control",0.973059068667717
"Iran_Agreement",1,1,35,0,4,"republican","libtrump",1.00228800379828
"Tax_Increase",1,1,74,NA,1,"democrat","control",0.975564151554834
"Iran_Agreement",1,1,28,0,1,"independent","control",1.01496324144497
"Health_Care",1,0,25,NA,3,"independent","control",1.05693255205431
"Abortion",1,1,52,0,1,"independent","control",1.03952134344004
"Guns_Background",0,1,71,NA,5,"independent","control",1.05492674993423
"School_Guns",0,0,51,0,2,"republican","control",1.01961650717815
"Minimum_Wage",1,1,33,0,1,"independent","control",1.06608828382079
"Tax_Increase",1,1,42,1,1,"democrat","control",1.04539076839562
"Climate_Change",1,1,60,0,3,"independent","libtrump",0.913712619045155
"Guns_Background",NA,1,22,0,2,"democrat","control",0.981378735848907
"Guns_Background",0,1,56,1,5,"republican","libtrump",0.917057292700059
"Health_Care",NA,1,63,NA,1,"democrat","libtrump",1.0128837698508
"Minimum_Wage",1,0,44,0,1,"democrat","control",0.985662351847404
"Health_Care",1,1,48,1,1,"independent","control",0.931637344088863
"School_Guns",1,1,50,0,1,"democrat","control",0.841070586254984
"Climate_Change",1,1,59,0,1,"democrat","control",1.00762409519191
"Climate_Change",1,1,66,NA,1,"democrat","libtrump",0.975116575167094
"Abortion",1,0,25,0,4,"republican","libtrump",1.04840207227886
"Climate_Change",0,1,68,0,4,"republican","control",0.995660983477896
"Planned_Parenthood",NA,1,57,0,4,"republican","control",1.01709070723542
"Planned_Parenthood",0,1,33,0,5,"independent","libtrump",1.05279561421118
"Abortion",1,1,42,0,4,"republican","control",0.988155970324987
"Planned_Parenthood",1,1,28,0,1,"democrat","control",0.968670319173529
"Iran_Agreement",NA,0,24,0,1,"independent","control",1.07002782910095
"Guns_Background",0,1,74,0,5,"republican","control",1.04161029475792
"Tax_Increase",0,1,75,0,5,"republican","control",1.06777852807045
"Planned_Parenthood",1,0,35,NA,1,"democrat","libtrump",1.00312000568778
"Minimum_Wage",1,0,64,0,1,"democrat","control",0.960283631849582
"Planned_Parenthood",0,1,54,0,5,"republican","control",1.11972286890704
"Planned_Parenthood",0,1,69,NA,4,"republican","control",0.961207220202879
"Minimum_Wage",0,1,28,0,1,"independent","libtrump",0.940488125506678
"Tax_Increase",1,1,60,1,1,"democrat","control",0.973599820040424
"Minimum_Wage",1,1,49,0,3,"republican","control",1.05370263002889
"Abortion",1,1,69,NA,4,"independent","control",1.03844138577915
"Minimum_Wage",NA,1,60,0,4,"republican","libtrump",1.05223963937807
"Abortion",1,1,60,1,1,"democrat","control",0.978752866300164
"Minimum_Wage",1,0,33,0,4,"democrat","control",1.0649983073932
"Health_Care",NA,1,71,0,4,"republican","libtrump",1.01992418293632
"Immigration",1,0,42,0,1,"democrat","libtrump",1.02606105202124
"Abortion",NA,1,33,0,4,"independent","libtrump",1.04140305315025
"Immigration",0,1,20,1,1,"independent","control",1.04683346734469
"School_Guns",0,0,34,NA,4,"independent","control",1.02962341882079
"Tax_Increase",1,1,63,0,5,"democrat","control",0.958453507220081
"Guns_Background",1,1,33,0,4,"independent","libtrump",1.05244101874189
"Immigration",0,1,27,0,5,"independent","control",1.0766560509517
"Guns_Background",1,0,22,0,1,"republican","control",0.955999791799122
"Abortion",1,1,42,1,1,"democrat","control",1.0077882216042
"Health_Care",1,1,25,0,3,"independent","libtrump",0.968222749470779
"Health_Care",1,1,76,1,1,"democrat","libtrump",0.970555670434972
"School_Guns",1,0,31,NA,1,"democrat","control",1.02749121914755
"Iran_Agreement",0,1,40,NA,1,"democrat","control",0.915893127573375
"Health_Care",1,1,71,0,2,"democrat","libtrump",1.03995536186965
"Planned_Parenthood",1,0,53,0,1,"democrat","control",0.954245489733624
"Minimum_Wage",0,1,75,0,5,"republican","control",0.951706578576272
"Guns_Background",1,0,43,0,4,"independent","control",1.02941359923468
"Tax_Increase",1,1,64,0,5,"republican","libtrump",1.0432104065981
"Planned_Parenthood",1,1,36,0,1,"democrat","control",1.10167002151679
"Climate_Change",0,1,61,NA,4,"independent","control",0.974353063092176
"Guns_Background",0,1,59,1,5,"republican","control",0.973015233075583
"Iran_Agreement",NA,1,36,0,2,"independent","control",0.989103112153725
"Health_Care",0,1,27,0,2,"independent","libtrump",0.992370457311139
"Immigration",0,0,65,0,5,"republican","control",0.902013378479942
"Minimum_Wage",NA,1,23,NA,3,"independent","libtrump",0.999398631662457
"Immigration",0,1,70,0,4,"republican","libtrump",0.944856428770258
"Guns_Background",1,1,32,1,1,"democrat","control",1.00419653237389
"Guns_Background",1,1,61,1,1,"democrat","control",0.977968034609475
"Health_Care",0,1,61,0,4,"republican","libtrump",0.988730687859357
"School_Guns",1,1,60,1,1,"democrat","control",0.993446175024483
"Abortion",1,0,19,0,3,"democrat","libtrump",0.973624717410294
"Climate_Change",1,0,49,NA,1,"democrat","control",0.946035561057604
"School_Guns",0,0,61,NA,3,"independent","control",1.01752869349398
"Iran_Agreement",0,1,25,0,3,"independent","libtrump",1.06885377795798
"Abortion",0,0,28,0,4,"democrat","control",1.00734253436844
"Tax_Increase",1,1,62,1,1,"democrat","control",1.04667979095141
"Minimum_Wage",0,1,51,1,5,"republican","control",1.04508824345755
"Health_Care",1,0,47,0,5,"republican","control",0.952286911252197
"Climate_Change",0,0,28,0,4,"democrat","control",1.00029641689171
"Climate_Change",1,1,42,0,1,"democrat","libtrump",1.08783569119951
"Iran_Agreement",1,1,58,1,4,"independent","libtrump",1.01149110640744
"Iran_Agreement",1,1,26,1,1,"democrat","libtrump",0.966668067926682
"Abortion",1,1,43,0,NA,"republican","control",1.01734579281344
"Abortion",1,1,69,NA,4,"republican","control",1.05104124667702
"Tax_Increase",NA,1,47,0,3,"democrat","libtrump",0.985379664599529
"Iran_Agreement",1,1,35,0,1,"democrat","control",1.05200332645769
"Planned_Parenthood",1,1,66,0,1,"democrat","control",1.07413037725236
"School_Guns",1,0,58,NA,1,"independent","control",1.01162040646875
"Health_Care",1,0,59,1,1,"democrat","control",0.956867128705682
"Climate_Change",NA,1,27,0,NA,"republican","control",1.01296002779342
"Climate_Change",0,1,37,1,1,"republican","control",1.05840580209264
"Guns_Background",1,1,57,0,1,"democrat","control",0.98648272523804
"Climate_Change",0,0,34,1,NA,"republican","libtrump",0.947346429734592
"Climate_Change",1,1,71,0,1,"democrat","libtrump",0.998919802052375
"Iran_Agreement",0,0,59,NA,4,"independent","control",1.04629357707286
"Immigration",1,1,53,0,1,"democrat","control",1.0158678697401
"Climate_Change",NA,0,24,0,1,"independent","control",1.09525814289842
"Abortion",0,1,35,0,4,"republican","libtrump",1.04570789828648
"Minimum_Wage",1,0,23,0,3,"democrat","libtrump",0.991427447399131
"Iran_Agreement",1,1,50,1,3,"republican","control",0.935012273313765
"Immigration",0,0,70,0,5,"independent","control",0.988420843215785
"School_Guns",0,1,82,0,4,"republican","control",1.07696442170306
"School_Guns",0,1,42,0,2,"independent","libtrump",0.982105339469322
"Climate_Change",1,1,49,0,1,"democrat","control",1.01188871053734
"Immigration",0,0,61,NA,2,"democrat","libtrump",1.06562905889533
"Climate_Change",NA,1,63,0,5,"republican","control",1.00219740922829
"Minimum_Wage",0,0,53,1,2,"democrat","libtrump",1.07300015622022
"Immigration",0,1,50,1,4,"independent","control",1.04157648491864
"Immigration",1,1,20,0,4,"republican","control",0.926234309560361
"Planned_Parenthood",1,1,53,0,1,"democrat","control",1.01860093238957
"Planned_Parenthood",0,1,33,0,4,"republican","control",1.00930207660468
"Minimum_Wage",0,1,62,0,4,"republican","libtrump",0.948620397819911
"Tax_Increase",0,1,60,0,5,"republican","libtrump",1.07318518315382
"Minimum_Wage",0,1,60,NA,4,"republican","control",1.02354806378926
"Tax_Increase",NA,1,27,0,2,"republican","control",0.979064566096014
"Guns_Background",1,1,63,0,1,"democrat","control",0.965466585092424
"Tax_Increase",1,1,37,0,1,"independent","control",0.968420825838595
"Tax_Increase",NA,0,25,NA,3,"independent","control",1.08584091047393
"Tax_Increase",1,1,34,0,1,"democrat","control",1.03242179082474
"Tax_Increase",0,1,28,0,5,"republican","control",0.987646476182504
"Abortion",1,0,34,NA,1,"democrat","control",0.999129083107793
"Guns_Background",0,1,57,1,4,"republican","control",0.996111405348484
"Tax_Increase",1,1,26,0,1,"democrat","control",0.922715034991177
"Guns_Background",NA,1,52,0,4,"independent","control",0.975726663335086
"Immigration",0,1,69,0,5,"independent","control",1.02348770955674
"Abortion",NA,0,26,0,3,"democrat","libtrump",0.972763879215409
"Iran_Agreement",1,1,27,0,4,"independent","control",0.83229958000797
"Planned_Parenthood",1,0,25,0,1,"democrat","control",1.03707873113552
"Tax_Increase",1,1,47,1,1,"independent","libtrump",1.07306562607718
"Minimum_Wage",0,1,76,0,3,"independent","control",0.937882763326971
"Health_Care",NA,0,19,0,NA,"independent","control",1.08346715620095
"Planned_Parenthood",0,1,60,0,4,"republican","libtrump",1.02442878901107
"Iran_Agreement",0,1,60,1,3,"republican","control",0.987786599634355
"Tax_Increase",1,1,66,NA,1,"democrat","libtrump",0.950919753068014
"Tax_Increase",1,1,34,0,1,"democrat","libtrump",0.98753172317237
"Immigration",0,1,55,0,1,"democrat","control",1.07625690941633
"Immigration",1,0,40,0,1,"democrat","control",1.05877981928141
"Abortion",0,0,51,1,5,"independent","libtrump",0.909491068143752
"Minimum_Wage",0,1,57,0,5,"republican","control",0.945467324551718
"Health_Care",NA,0,53,0,1,"democrat","control",0.993786392242812
"Climate_Change",1,1,58,0,4,"republican","control",1.00699993478229
"Planned_Parenthood",0,0,43,0,4,"independent","control",1.02780320174226
"Guns_Background",1,1,36,1,1,"democrat","control",1.02720073311424
"Climate_Change",NA,1,35,NA,1,"independent","control",1.02189761139917
"Immigration",1,1,28,0,1,"independent","libtrump",1.06347834826821
"School_Guns",0,1,83,1,5,"republican","control",0.995636607802038
"Guns_Background",1,1,51,0,4,"republican","control",0.972826851404107
"Tax_Increase",1,0,38,0,3,"republican","control",1.03484733305132
"Guns_Background",1,1,24,0,NA,"independent","control",0.922506495898585
"Health_Care",1,0,25,1,1,"democrat","control",1.00642087897929
"Guns_Background",1,1,47,0,2,"democrat","control",0.994785801100227
"Guns_Background",1,1,57,1,3,"republican","control",1.02092786780314
"Health_Care",0,1,47,1,4,"republican","libtrump",0.925342112056697
"Iran_Agreement",1,1,32,0,1,"independent","control",0.966202089287777
"Iran_Agreement",1,1,51,0,4,"independent","control",0.99169670438139
"Health_Care",1,1,58,0,5,"republican","control",0.94879881616422
"Guns_Background",NA,1,44,0,5,"republican","control",1.05110624619373
"School_Guns",NA,1,74,1,5,"independent","control",0.98167761622347
"Planned_Parenthood",1,0,28,0,4,"democrat","control",1.03113238402618
"Abortion",1,1,39,NA,1,"democrat","control",0.985051982176181
"Minimum_Wage",1,0,25,0,2,"independent","control",1.02538732621001
"Tax_Increase",1,0,38,0,1,"democrat","control",0.975656497702807
"Health_Care",1,0,30,1,4,"independent","control",1.02943553258001
"Planned_Parenthood",0,1,44,0,5,"republican","control",1.00662304374264
"Minimum_Wage",0,0,25,0,4,"democrat","control",0.956823578987535
"Tax_Increase",1,0,40,0,3,"independent","libtrump",1.06551987626599
"Climate_Change",1,1,19,NA,NA,"republican","control",0.959639925633936
"Climate_Change",1,1,53,0,1,"democrat","control",0.915915109462505
"Immigration",0,0,43,0,4,"independent","control",0.995097964072289
"Iran_Agreement",NA,1,27,0,5,"independent","control",0.92814106549281
"Iran_Agreement",1,1,44,0,5,"republican","control",1.06182621577216
"Planned_Parenthood",1,0,42,1,3,"democrat","control",0.966078600686068
"Abortion",1,0,62,0,2,"democrat","libtrump",1.05470718321085
"Abortion",1,1,76,1,1,"democrat","libtrump",1.00430681367566
"Immigration",NA,0,39,0,NA,"independent","control",0.978021742781245
"School_Guns",1,1,61,1,4,"republican","control",1.00417903646513
"Iran_Agreement",NA,1,38,1,1,"democrat","control",1.00296988163384
"Iran_Agreement",NA,1,30,0,5,"republican","control",0.925800521458858
"Climate_Change",NA,1,32,0,1,"independent","control",1.04658428640155
"Tax_Increase",1,0,31,NA,1,"democrat","control",1.03512240625843
"Abortion",0,1,32,0,5,"republican","libtrump",1.0036230916489
"Planned_Parenthood",1,1,27,0,4,"democrat","libtrump",0.999561131806135
"Planned_Parenthood",1,0,25,1,1,"democrat","control",0.998923749418908
"Tax_Increase",1,1,36,0,1,"democrat","control",0.97876658262294
"Tax_Increase",1,1,37,1,1,"democrat","control",0.951348057085492
"Minimum_Wage",1,1,52,NA,4,"republican","libtrump",1.01618420036404
"Climate_Change",NA,1,37,0,5,"republican","control",0.988445710788157
"Guns_Background",NA,1,56,NA,4,"republican","libtrump",1.03003973085497
"Immigration",1,1,52,0,1,"democrat","control",1.0374937422501
"Climate_Change",1,1,24,0,1,"democrat","control",0.967125212080956
"Planned_Parenthood",1,1,68,0,2,"republican","control",1.02262173582486
"Immigration",0,1,59,0,5,"republican","control",0.977371060492425
"Planned_Parenthood",1,1,76,0,3,"independent","control",1.0134951880622
"Climate_Change",1,0,53,0,1,"democrat","control",0.972479379140635
"Guns_Background",1,0,51,1,5,"independent","libtrump",0.979862542319745
"Minimum_Wage",1,1,52,0,1,"democrat","control",1.08081350127314
"Health_Care",NA,1,64,0,5,"republican","libtrump",0.98955480707401
"Minimum_Wage",1,1,33,0,4,"republican","libtrump",0.960587608549172
"School_Guns",0,1,58,1,4,"republican","libtrump",0.990494464411584
"Minimum_Wage",1,0,30,0,1,"independent","control",0.977529773721782
"Immigration",1,1,64,0,4,"democrat","libtrump",1.04627787992443
"Iran_Agreement",1,0,63,0,2,"independent","libtrump",1.03655594179348
"Climate_Change",0,0,30,1,4,"independent","control",1.06262840712811
"School_Guns",1,1,67,0,NA,"independent","control",1.00585301696528
"Planned_Parenthood",1,0,43,0,1,"democrat","control",1.08721756391678
"Guns_Background",1,1,75,0,5,"republican","control",1.04017410834442
"Climate_Change",1,1,37,NA,3,"independent","control",0.952257081467736
"Abortion",1,1,64,1,1,"independent","control",0.938319579126827
"Guns_Background",1,1,50,1,3,"republican","control",0.96369380453127
"Tax_Increase",1,1,38,1,NA,"republican","control",1.0663100161457
"School_Guns",1,1,42,0,4,"republican","libtrump",1.01056746117193
"Climate_Change",0,1,43,NA,3,"republican","control",1.04844850792564
"Tax_Increase",1,1,38,0,5,"republican","control",0.977417501343379
"Health_Care",1,1,24,NA,1,"democrat","control",0.916389290095918
"School_Guns",1,0,46,NA,1,"democrat","control",1.09636250633959
"Health_Care",NA,0,34,0,1,"democrat","control",0.932550136865745
"Planned_Parenthood",1,0,19,NA,1,"democrat","control",0.975496230107559
"Iran_Agreement",1,0,62,0,2,"democrat","libtrump",0.990500903249774
"Planned_Parenthood",1,1,24,NA,1,"democrat","control",1.02523186348585
"Guns_Background",1,1,31,1,1,"democrat","control",0.955158559580418
